track_name,track_add_date,track_add_time,multiple_artists_bool,name_of_artists,album_name,album_release_date,album_release_date_precision,number_of_tracks_in_album,position_in_playlist,track_duration_ms,track_popularity,track_explicit,images_path,data_collection_date
"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)",2023-06-06,12:01:21,True,"['Metro Boomin', 'Swae Lee', 'NAV', 'A Boogie Wit da Hoodie']",METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),2023-06-02,day,13,13,219453,82,False,./images/calling_spiderman_across_the_spiderverse_metro_boomin_swae_lee_nav_feat_a_boogie_wit_da_hoodie_metro_boomin.jpg,2023-06-06
Classy 101,2023-06-06,12:01:21,True,"['Feid', 'Young Miko']",Classy 101,2023-03-31,day,1,14,195986,96,True,./images/classy_101_feid.jpg,2023-06-06
Calm Down (with Selena Gomez),2023-06-06,12:01:21,True,"['Rema', 'Selena Gomez']",Rave & Roses Ultra,2023-04-27,day,22,15,239317,81,False,./images/calm_down_with_selena_gomez_rema.jpg,2023-06-06
"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)",2023-06-06,12:01:21,True,"['Metro Boomin', 'Swae Lee', 'Lil Wayne', 'Offset']",METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),2023-06-02,day,13,16,231746,82,False,./images/annihilate_spiderman_across_the_spiderverse_metro_boomin_swae_lee_lil_wayne_offset_metro_boomin.jpg,2023-06-06
See You Again (feat. Kali Uchis),2023-06-06,12:01:21,True,"['Tyler, The Creator', 'Kali Uchis']",Flower Boy,2017-07-21,day,14,17,180386,95,True,./images/see_you_again_feat_kali_uchis_tyler_the_creator.jpg,2023-06-06
Creepin' (with The Weeknd & 21 Savage),2023-06-06,12:01:21,True,"['Metro Boomin', 'The Weeknd', '21 Savage']",HEROES & VILLAINS,2022-12-02,day,15,18,221520,95,True,./images/creepin_with_the_weeknd_21_savage_metro_boomin.jpg,2023-06-06
TQG,2023-06-06,12:01:21,True,"['KAROL G', 'Shakira']",MAÑANA SERÁ BONITO,2023-02-24,day,17,19,197933,96,True,./images/tqg_karol_g.jpg,2023-06-06
Cruel Summer,2023-06-06,12:01:21,False,['Taylor Swift'],Lover,2019-08-23,day,18,20,178426,93,False,./images/cruel_summer_taylor_swift.jpg,2023-06-06
Popular (with Playboi Carti & Madonna),2023-06-06,12:01:21,True,"['The Weeknd', 'Playboi Carti', 'Madonna']",Popular [From The Idol Vol. 1 (Music from the HBO Original Series)],2023-06-02,day,1,21,215466,83,True,./images/popular_with_playboi_carti_madonna_the_weeknd.jpg,2023-06-06
Dance The Night (From Barbie The Album),2023-06-06,12:01:21,False,['Dua Lipa'],Dance The Night (From Barbie The Album),2023-05-25,day,1,22,176579,88,False,./images/dance_the_night_from_barbie_the_album_dua_lipa.jpg,2023-06-06
Say Yes To Heaven,2023-06-06,12:01:21,False,['Lana Del Rey'],Say Yes To Heaven,2023-05-19,day,2,23,209156,90,False,./images/say_yes_to_heaven_lana_del_rey.jpg,2023-06-06
Anti-Hero,2023-06-06,12:01:21,False,['Taylor Swift'],Midnights,2022-10-21,day,13,24,200690,94,False,./images/antihero_taylor_swift.jpg,2023-06-06
Angels Like You,2023-06-06,12:01:21,False,['Miley Cyrus'],Plastic Hearts,2020-11-27,day,15,25,196453,93,False,./images/angels_like_you_miley_cyrus.jpg,2023-06-06
El Azul,2023-06-06,12:01:21,True,"['Junior H', 'Peso Pluma']",El Azul,2023-02-10,day,1,26,187225,95,False,./images/el_azul_junior_h.jpg,2023-06-06
"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)",2023-06-06,12:01:21,True,"['Metro Boomin', 'A$AP Rocky', 'Roisee']",METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),2023-06-02,day,13,27,256026,81,False,./images/am_i_dreaming_metro_boomin_aap_rocky_roisee_metro_boomin.jpg,2023-06-06
All My Life (feat. J. Cole),2023-06-06,12:01:21,True,"['Lil Durk', 'J. Cole']",Almost Healed,2023-05-26,day,21,28,223878,84,True,./images/all_my_life_feat_j_cole_lil_durk.jpg,2023-06-06
BESO,2023-06-06,12:01:21,True,"['ROSALÍA', 'Rauw Alejandro']",RR,2023-03-24,day,3,29,194543,96,False,./images/beso_rosala.jpg,2023-06-06
Los del Espacio,2023-06-06,12:01:21,True,"['LIT killah', 'Tiago PZK', 'Maria Becerra', 'Duki', 'Emilia', 'Rusherking', 'Big One', 'FMK']",Los del Espacio,2023-06-01,day,1,30,338000,79,False,./images/los_del_espacio_lit_killah.jpg,2023-06-06
Die For You (with Ariana Grande) - Remix,2023-06-06,12:01:21,True,"['The Weeknd', 'Ariana Grande']",Starboy (Deluxe),2023-03-14,day,21,31,232857,88,False,./images/die_for_you_with_ariana_grande_remix_the_weeknd.jpg,2023-06-06
I Wanna Be Yours,2023-06-06,12:01:21,False,['Arctic Monkeys'],AM,2013-09-09,day,12,32,183956,94,False,./images/i_wanna_be_yours_arctic_monkeys.jpg,2023-06-06
"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long)",2023-06-06,12:01:21,True,"['Kodak Black', 'NLE Choppa', 'Jimin', 'JVKE', 'Muni Long']","Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long) [Trailer Version]",2023-05-17,day,2,33,175802,87,False,./images/angel_pt_1_feat_jimin_of_bts_jvke_muni_long_kodak_black.jpg,2023-06-06
PRC,2023-06-06,12:01:21,True,"['Peso Pluma', 'Natanael Cano']",PRC,2023-01-23,day,1,34,184066,95,True,./images/prc_peso_pluma.jpg,2023-06-06
Sunflower - Spider-Man: Into the Spider-Verse,2023-06-06,12:01:21,True,"['Post Malone', 'Swae Lee']",Hollywood's Bleeding,2019-09-06,day,17,35,157560,85,False,./images/sunflower_spiderman_into_the_spiderverse_post_malone.jpg,2023-06-06
Last Night,2023-06-06,12:01:21,False,['Morgan Wallen'],One Thing At A Time,2023-03-03,day,36,36,163854,89,True,./images/last_night_morgan_wallen.jpg,2023-06-06
Yandel 150,2023-06-06,12:01:21,True,"['Yandel', 'Feid']",Resistencia,2023-01-13,day,17,37,216148,90,True,./images/yandel_150_yandel.jpg,2023-06-06
Die For You,2023-06-06,12:01:21,False,['The Weeknd'],Starboy,2016-11-24,day,18,38,260253,91,False,./images/die_for_you_the_weeknd.jpg,2023-06-06
I'm Good (Blue),2023-06-06,12:01:21,True,"['David Guetta', 'Bebe Rexha']",I'm Good (Blue),2022-08-26,day,2,39,175238,94,True,./images/im_good_blue_david_guetta.jpg,2023-06-06
Boy's a Liar Pt. 2,2023-06-06,12:01:21,True,"['PinkPantheress', 'Ice Spice']",Boy's a liar Pt. 2,2023-02-03,day,2,40,131013,95,False,./images/boys_a_liar_pt_2_pinkpantheress.jpg,2023-06-06
Moonlight,2023-06-06,12:01:21,False,['Kali Uchis'],Red Moon In Venus,2023-03-03,day,15,41,187723,87,False,./images/moonlight_kali_uchis.jpg,2023-06-06
People,2023-06-06,12:01:21,False,['Libianca'],People,2022-12-06,day,1,42,184791,93,False,./images/people_libianca.jpg,2023-06-06
Like Crazy,2023-06-06,12:01:21,False,['Jimin'],FACE,2023-03-24,day,6,43,212241,93,False,./images/like_crazy_jimin.jpg,2023-06-06
Bye,2023-06-06,12:01:21,False,['Peso Pluma'],Bye,2023-05-26,day,1,44,212976,85,True,./images/bye_peso_pluma.jpg,2023-06-06
Tattoo,2023-06-06,12:01:21,False,['Loreen'],Tattoo,2023-02-25,day,1,45,183374,93,False,./images/tattoo_loreen.jpg,2023-06-06
Acróstico,2023-06-06,12:01:21,False,['Shakira'],Acróstico,2023-05-11,day,1,46,170785,92,False,./images/acrstico_shakira.jpg,2023-06-06
Starboy,2023-06-06,12:01:21,True,"['The Weeknd', 'Daft Punk']",Starboy,2016-11-25,day,18,47,230453,93,True,./images/starboy_the_weeknd.jpg,2023-06-06
Another Love,2023-06-06,12:01:21,False,['Tom Odell'],Long Way Down (Deluxe),2013-06-24,day,15,48,244360,92,True,./images/another_love_tom_odell.jpg,2023-06-06
I Ain't Worried,2023-06-06,12:01:21,False,['OneRepublic'],"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",2022-05-13,day,1,49,148485,94,False,./images/i_aint_worried_onerepublic.jpg,2023-06-06
Tá OK,2023-06-06,12:01:21,True,"['DENNIS', 'MC Kevin o Chris']",Tá OK,2023-05-04,day,1,50,92093,83,False,./images/t_ok_dennis.jpg,2023-06-06
Ella Baila Sola,2023-06-07,10:04:15,True,"['Eslabon Armado', 'Peso Pluma']",DESVELADO,2023-04-28,day,16,1,165671,92,False,./images/ella_baila_sola_eslabon_armado.jpg,2023-06-07
"Peso Pluma: Bzrp Music Sessions, Vol. 55",2023-06-07,10:04:15,True,"['Bizarrap', 'Peso Pluma']","Peso Pluma: Bzrp Music Sessions, Vol. 55",2023-06-01,day,1,2,188361,91,True,./images/peso_pluma_bzrp_music_sessions_vol_55_bizarrap.jpg,2023-06-07
WHERE SHE GOES,2023-06-07,10:04:15,False,['Bad Bunny'],WHERE SHE GOES,2023-05-18,day,1,3,231704,97,True,./images/where_she_goes_bad_bunny.jpg,2023-06-07
un x100to,2023-06-07,10:04:15,True,"['Grupo Frontera', 'Bad Bunny']",un x100to,2023-04-17,day,1,4,194563,100,False,./images/un_x100to_grupo_frontera.jpg,2023-06-07
La Bebe - Remix,2023-06-07,10:04:15,True,"['Yng Lvcas', 'Peso Pluma']",La Bebe (Remix),2023-03-17,day,2,5,234352,99,True,./images/la_bebe_remix_yng_lvcas.jpg,2023-06-07
Sprinter,2023-06-07,10:04:15,True,"['Dave', 'Central Cee']",Sprinter,2023-06-01,day,1,6,229133,85,True,./images/sprinter_dave.jpg,2023-06-07
Flowers,2023-06-07,10:04:15,False,['Miley Cyrus'],Endless Summer Vacation,2023-03-10,day,13,7,200600,91,False,./images/flowers_miley_cyrus.jpg,2023-06-07
Cupid - Twin Ver.,2023-06-07,10:04:15,False,['FIFTY FIFTY'],The Beginning: Cupid,2023-02-24,day,3,8,174253,98,False,./images/cupid_twin_ver_fifty_fifty.jpg,2023-06-07
Daylight,2023-06-07,10:04:15,False,['David Kushner'],Daylight,2023-04-14,day,1,9,212953,97,False,./images/daylight_david_kushner.jpg,2023-06-07
TQM,2023-06-07,10:04:15,False,['Fuerza Regida'],TQM,2023-05-19,day,1,10,158965,92,True,./images/tqm_fuerza_regida.jpg,2023-06-07
As It Was,2023-06-07,10:04:15,False,['Harry Styles'],Harry's House,2022-05-20,day,13,11,167303,93,False,./images/as_it_was_harry_styles.jpg,2023-06-07
Kill Bill,2023-06-07,10:04:15,False,['SZA'],SOS,2022-12-08,day,23,12,153946,94,False,./images/kill_bill_sza.jpg,2023-06-07
"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)",2023-06-07,10:04:15,True,"['Metro Boomin', 'Swae Lee', 'NAV', 'A Boogie Wit da Hoodie']",METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),2023-06-02,day,13,13,219453,84,False,./images/calling_spiderman_across_the_spiderverse_metro_boomin_swae_lee_nav_feat_a_boogie_wit_da_hoodie_metro_boomin.jpg,2023-06-07
Classy 101,2023-06-07,10:04:15,True,"['Feid', 'Young Miko']",Classy 101,2023-03-31,day,1,14,195986,96,True,./images/classy_101_feid.jpg,2023-06-07
Dance The Night (From Barbie The Album),2023-06-07,10:04:15,False,['Dua Lipa'],Dance The Night (From Barbie The Album),2023-05-25,day,1,15,176579,89,False,./images/dance_the_night_from_barbie_the_album_dua_lipa.jpg,2023-06-07
